"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"LyRqbD4d","black",7,2,11,1,0,40,142,0,1,2,11,0,0,1,1,0,1,1,1,2,3,1,10,0,1,1,0,0,1,1,1,2,3,"C","C22",2,49
"CvakmVNb","black",7,2,8,1,2,250,-195,0,1,1,4,1,1,1,1,0,1,1,0,3,5,2,5,1,1,1,0,0,0,0,0,2,4,"C","C41",49,1
"O037dETy","black",7,2,9,1,0,42,-521,0,0,1,0,0,0,0,0,0,0,0,1,2,4,4,12,0,0,1,0,0,0,0,1,2,3,"C","C41",49,1
"CxQlHSnq","black",7,2,9,1,2,244,517,0,0,4,10,0,1,1,1,0,1,1,2,4,6,1,0,0,0,0,0,0,1,2,2,3,6,"C","C45",2,49
"QurxyQkA","white",15,1,16,2,2,270,112,0,1,2,8,0,1,1,1,0,0,1,0,0,2,1,11,0,0,1,0,0,0,0,0,0,1,"C","C70",6,49
"mJ9VpdxV","white",15,1,18,2,2,255,-205,0,0,1,7,0,1,1,0,0,0,0,0,0,2,2,7,0,1,1,0,0,0,0,0,0,1,"C","C41",49,6
"edYOVb5F","white",15,0,15,2,1,101,69,1,1,1,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,1,1,1,1,1,2,6,"C","C41",49,2
"dFQ5D7CS","black",10,0,10,1,2,241,-484,0,0,1,8,0,1,1,2,0,1,1,0,2,5,3,5,1,1,1,0,0,0,0,0,2,4,"C","C41",49,2
"2FpFvoMt","black",15,1,17,2,2,242,-166,0,1,1,11,0,0,1,3,0,1,1,0,3,4,2,11,0,0,1,0,0,0,0,1,4,5,"C","C41",49,6
"cywOBEY5","black",15,1,16,2,3,307,290,0,0,2,9,0,1,1,0,0,0,0,0,3,5,1,10,0,1,1,0,0,0,0,0,3,4,"C","C70",6,49
"pnU8dLUx","black",15,1,16,2,1,127,-260,0,0,1,NA,0,0,0,0,0,0,0,1,2,4,2,NA,0,0,0,0,0,0,0,2,3,6,"C","C41",49,6
"bCVL4bZl","black",10,0,10,1,3,302,376,0,0,3,NA,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,1,2,0,1,1,"D","D02",3,49
"WUyPeYW8","white",10,0,10,1,2,202,-196,0,1,1,0,0,0,0,4,0,0,1,0,3,5,2,0,0,0,0,0,0,0,0,0,2,4,"C","C41",49,1
"xRY7h8aS","black",10,0,10,1,1,132,-510,0,0,1,NA,0,0,0,0,0,0,0,2,4,7,3,0,0,0,0,0,1,1,3,2,3,4,"C","C41",49,1
"92UGyHOr","white",10,0,10,1,2,268,-2,1,1,1,0,0,0,0,0,0,0,0,1,4,4,1,12,0,0,1,0,1,1,3,2,3,4,"C","C68",1,49
"UqxaqU7R","white",20,5,25,2,2,242,21,1,1,1,0,0,0,0,2,0,0,1,1,4,5,1,0,0,0,0,0,1,1,2,2,3,5,"C","C41",49,1
"TTzZc8gW","white",10,0,10,1,0,22,-10,1,1,2,9,0,1,1,0,0,0,0,0,1,2,2,4,1,1,1,0,0,0,0,0,1,2,"A","A22",1,3
"GoYkQEoS","white",10,0,10,1,2,246,142,0,1,2,15,0,0,1,0,0,0,0,0,3,4,1,5,1,1,1,0,1,1,2,0,2,3,"C","C46",3,1
"DszY6Pr4","black",10,2,11,1,1,107,59,1,1,1,10,0,1,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,2,"C","C41",28,1
"kKFslhlg","black",2,10,11,0,0,4,-566,0,0,1,0,0,0,0,0,0,0,0,0,2,5,4,NA,0,0,0,0,0,1,1,0,1,2,"C","C41",28,3
"VVkKGe4E","white",20,10,35,2,1,101,128,1,1,1,9,0,1,1,0,0,0,0,1,3,4,1,12,0,0,1,0,1,1,2,1,2,4,"C","C41",28,1
"11VaOez1","white",9,0,9,1,2,220,-14,1,1,1,11,0,0,1,2,1,1,1,1,4,4,1,11,0,0,1,0,0,0,0,2,3,3,"C","C20",2,28
"2akR3Bit","white",10,2,12,1,2,241,17,1,1,1,NA,0,0,0,4,0,1,1,1,2,4,1,0,0,0,0,1,1,1,2,1,3,6,"C","C41",28,1
"mG2dEz4z","black",10,2,12,1,1,107,-110,1,1,1,0,0,0,0,1,0,1,1,1,3,3,1,11,0,0,1,0,0,1,1,0,2,3,"B","B07",1,28
"lOU3lddA","white",10,0,10,1,2,242,1,1,1,1,0,0,0,0,0,0,0,0,2,4,5,1,12,0,0,1,0,1,1,6,1,4,5,"C","C41",28,4
"WoOqoYEL","white",15,30,56,2,2,260,-60,0,1,1,15,0,0,1,0,0,0,0,0,2,4,2,NA,0,0,0,0,0,0,0,0,2,3,"C","C41",28,1
"EgoW2NiE","black",20,0,20,2,1,101,87,0,1,2,0,0,0,0,1,0,0,1,1,2,2,1,0,0,0,0,0,1,1,1,1,2,3,"B","B01",1,28
"ZctgRAt4","white",15,2,18,2,2,241,26,1,1,1,8,0,1,1,2,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,4,"C","C41",28,1
"E83xJFBo","white",10,0,10,1,2,244,460,0,0,4,11,0,0,1,0,0,0,0,1,2,4,1,13,0,0,1,0,0,0,0,0,2,4,"C","C44",2,28
"hVSNfLer","black",8,0,8,1,2,250,17,1,1,1,14,0,0,1,1,0,0,1,0,2,4,1,15,0,0,1,0,0,1,1,0,2,3,"C","C50",1,28
"wXnKMk3N","white",10,0,10,1,2,221,-49,1,1,1,0,0,0,0,2,1,1,1,2,4,6,1,0,0,0,0,1,1,1,4,1,4,5,"C","C21",1,28
"YPVYpEvm","white",20,0,20,2,2,264,354,0,0,3,5,1,1,1,0,0,0,0,0,1,4,1,5,1,1,1,0,0,0,0,0,2,5,"C","C64",5,28
"rb7lq7dT","black",15,15,24,2,3,320,-101,1,1,1,0,0,0,0,0,0,0,0,1,4,6,1,0,0,0,0,0,1,1,6,1,3,4,"D","D20",1,28
"hxMTrlzW","white",10,4,13,1,2,255,247,0,0,1,NA,0,0,0,4,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,4,7,"C","C41",28,1
"hfNJtVnd","white",9,2,12,1,0,7,49,1,1,1,13,0,0,1,0,0,0,0,1,3,4,1,0,0,0,0,0,1,1,1,1,3,5,"C","C41",28,2
"ijtzfFex","white",10,0,10,1,0,10,25,1,1,2,11,0,0,1,0,0,0,0,1,2,2,2,9,0,1,1,0,1,1,1,1,3,3,"B","A10",15,2
"Uc64bIGE","black",10,0,10,1,1,140,-25,1,1,2,0,0,0,0,0,0,0,0,1,2,4,2,10,0,1,1,0,0,1,1,1,2,4,"B","B40",2,15
"o1qwAoUy","black",6,6,10,1,2,202,102,0,1,3,9,0,1,1,0,0,0,0,2,2,2,2,10,0,1,1,0,0,0,0,1,1,1,"C","C02",2,15
"voV4ekhS","black",8,0,8,1,2,200,-101,1,1,2,5,1,1,1,0,0,0,0,1,1,2,2,9,0,1,1,0,0,0,0,1,1,2,"C","C41",5,15
"VUCRbEm8","black",15,0,15,2,2,270,10,1,1,2,8,0,1,1,0,0,0,0,0,1,1,2,12,0,0,1,0,0,0,0,0,0,1,"B","A10",15,1
"LDLdtyDj","white",5,8,18,1,4,420,-50,0,1,2,NA,0,0,0,0,0,0,0,0,2,3,3,6,0,1,1,0,0,0,0,0,2,3,"B","A10",15,5
"Gr1n1AdP","black",5,8,14,1,0,2,50,0,1,3,5,1,1,1,0,0,0,0,0,0,2,2,5,1,1,1,0,0,0,0,0,0,1,"A","A02",5,15
"1TpYTEKR","white",10,0,10,1,1,132,-75,0,1,2,13,0,0,1,0,0,0,0,1,1,5,3,15,0,0,1,0,0,0,0,1,1,4,"B","A10",15,1
"AUzK1bj8","white",10,3,19,1,2,258,-74,0,1,2,NA,0,0,0,3,0,1,1,0,3,3,3,13,0,0,1,0,0,0,0,1,3,4,"C","C58",1,15
"R5SfPQiB","black",10,2,14,1,0,0,155,0,1,3,0,0,0,0,0,0,0,0,0,1,4,2,NA,0,0,0,0,1,1,1,1,1,3,"A","A00",2,15
"VXdhNTk5","white",10,2,12,1,1,100,-233,0,0,2,12,0,0,1,0,0,0,0,1,3,4,3,11,0,0,1,1,1,1,1,0,3,5,"B","A10",15,2
"kTRSenmv","white",7,3,10,1,2,250,-115,1,1,2,5,1,1,1,0,0,0,0,0,2,3,2,6,0,1,1,0,1,1,1,0,2,3,"C","C50",2,15
"8hlHAFPF","black",10,0,10,1,2,255,-123,0,1,1,0,0,0,0,0,0,0,0,1,3,5,2,13,0,0,1,0,1,1,1,1,4,5,"C","C55",1,15
"BwBDbyKq","white",10,0,10,1,2,255,24,1,1,3,5,1,1,1,1,0,0,1,1,4,7,3,0,0,0,0,0,1,1,1,0,2,6,"B","C55",14,1
"E41MaCB9","white",6,5,14,1,1,112,-321,0,0,3,14,0,0,1,3,0,1,1,2,3,4,4,0,0,0,0,0,0,0,0,1,3,5,"B","C55",14,1
"UVbhSOnA","black",10,0,10,1,3,303,252,0,0,4,14,0,0,1,0,0,0,0,0,0,1,3,10,0,1,1,0,0,0,0,0,0,1,"D","D03",1,14
"HYMGpINp","black",8,0,8,1,3,300,189,0,1,3,0,0,0,0,0,0,0,0,0,2,3,2,15,0,0,1,0,0,0,0,1,2,3,"D","D00",1,14
"L9UeFctE","white",15,0,15,2,2,210,-25,1,1,2,9,0,1,1,1,0,0,1,2,4,4,2,15,0,0,1,0,0,0,0,2,5,5,"B","C55",14,2
"DbYHY9Bc","black",15,0,15,2,1,101,59,0,1,3,11,0,0,1,4,0,1,1,2,3,5,2,11,0,0,1,0,0,0,0,2,3,5,"B","B01",2,14
"7fftvkF6","white",8,0,8,1,1,100,-191,0,1,2,7,0,1,1,1,0,0,1,1,2,4,3,15,0,0,1,0,0,0,0,1,1,4,"B","C55",14,10
"IlQp1eqc","white",10,0,10,1,3,331,201,0,0,3,10,0,1,1,0,0,0,0,1,1,2,2,11,0,0,1,0,0,0,0,0,0,2,"D","D31",1,14
"atgsbOBS","white",10,0,10,1,1,101,136,0,1,2,10,0,1,1,1,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,4,"B","C55",14,2
"Kx4jd1Oo","black",10,0,10,1,1,106,37,1,1,2,NA,0,0,0,0,0,0,0,0,2,4,2,6,0,1,1,0,0,0,0,0,1,2,"B","C55",14,2
"5vg0pHEg","black",10,0,10,1,3,330,-5,1,1,2,13,0,0,1,2,0,1,1,1,4,4,2,0,0,0,0,0,0,0,0,0,3,3,"D","D30",2,14
"5uNNVd3c","black",10,0,10,1,2,269,-31,1,1,2,5,1,1,1,0,0,0,0,1,2,2,2,7,0,1,1,0,0,0,0,1,2,2,"C","C69",3,14
"l2My0J1h","white",15,15,33,2,3,341,-363,0,0,3,0,0,0,0,0,0,0,0,1,4,5,4,12,0,0,1,0,1,1,3,1,3,5,"D","D41",11,1
"eRHQGmr2","black",10,0,10,1,4,420,-334,0,0,3,11,0,0,1,0,0,0,0,0,2,5,4,6,0,1,1,0,1,1,1,0,3,5,"D","D41",11,1
"D45fTp2y","black",10,0,10,1,0,31,-27,0,1,2,0,0,0,0,0,0,0,0,1,2,3,3,15,0,0,1,0,0,0,0,1,2,4,"A","A31",1,11
"lTOKfWMv","black",10,0,10,1,0,0,331,0,0,4,6,0,1,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,1,0,0,2,"A","A00",1,11
"T3gAyyeH","white",15,15,33,2,1,127,133,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,1,"D","D41",11,3
"HDPjH5bD","black",15,15,25,2,2,244,-66,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,0,0,1,1,0,0,3,"C","C44",3,11
"wsNnVC6Y","white",15,15,26,2,0,40,14,1,1,1,10,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,2,"D","D41",11,1
"UxvU6EN4","white",10,0,10,1,2,200,32,1,1,2,11,0,0,1,4,0,1,1,1,2,3,2,0,0,0,0,0,0,0,0,1,2,4,"C","C00",1,11
"mjXUQnww","white",10,0,10,1,2,234,3,1,1,2,0,0,0,0,0,0,0,0,1,2,4,2,NA,0,0,0,0,0,0,0,1,2,4,"A","A02",17,1
"lC84DiKq","black",10,0,10,1,0,3,-6,1,1,2,0,0,0,0,4,0,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,2,4,"A","A02",17,3
"A17jdHS8","black",10,0,10,1,0,3,-37,0,1,2,0,0,0,0,0,0,0,0,0,1,4,3,6,0,1,1,0,0,0,0,0,1,3,"A","A02",17,1
"t5ixT6HN","white",10,0,10,1,2,246,-62,1,1,2,0,0,0,0,0,0,0,0,1,2,4,2,8,0,1,1,0,0,1,1,1,2,5,"C","C46",1,17
"vwQzM7Sg","white",10,0,10,1,2,234,139,1,1,3,8,0,1,1,0,0,0,0,1,3,4,3,9,0,1,1,0,1,1,1,0,1,3,"C","C34",1,17
"I4zyNfPo","white",10,0,10,1,2,248,-10,1,1,3,5,1,1,1,0,0,0,0,0,3,5,3,5,1,1,1,0,0,0,0,0,1,4,"C","C48",1,17
"6eQ92lsE","black",10,0,10,1,3,300,-55,0,1,2,15,0,0,1,0,0,0,0,0,1,3,3,7,0,1,1,0,0,0,0,0,2,2,"D","D00",1,17
"8BLA0IOl","black",10,0,10,1,2,242,25,1,1,3,8,0,1,1,0,0,0,0,1,1,2,3,9,0,1,1,0,0,0,0,1,1,3,"C","C42",1,17
"pMcUNK5E","black",15,0,15,2,0,0,-130,0,1,2,9,0,1,1,0,0,0,0,0,1,5,3,8,0,1,1,0,0,0,0,0,1,5,"A","A00",3,17
"Kzq2t2lB","white",15,0,15,2,0,2,130,0,1,3,11,0,0,1,0,0,0,0,0,1,2,2,6,0,1,1,0,0,0,0,0,1,2,"A","A02",17,3
"a0VRhASu","black",15,0,15,2,2,220,-130,0,1,2,0,0,0,0,0,0,0,0,0,1,3,3,9,0,1,1,0,0,1,1,0,0,2,"A","A00",3,17
"Vyrkyifp","black",10,0,10,1,0,2,105,0,1,3,14,0,0,1,1,0,1,1,0,2,6,2,9,0,1,1,0,0,1,1,0,1,3,"A","A02",17,4
"i3YfxFdL","white",10,0,10,1,0,2,105,0,1,3,9,0,1,1,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,3,"A","A02",17,4
"8ctKV1wh","black",10,0,10,1,2,242,-92,0,1,2,9,0,1,1,0,0,0,0,1,2,4,3,8,0,1,1,0,0,1,1,0,2,3,"C","C42",2,17
"jVXtr42v","white",25,5,30,2,0,0,-84,0,1,3,15,0,0,1,0,0,0,0,1,3,5,4,4,1,1,1,0,0,1,1,1,3,5,"A","A00",2,5
"ZXM2sX4y","white",25,5,32,2,1,124,59,1,1,4,10,0,1,1,0,0,0,0,0,1,3,4,10,0,1,1,0,0,1,1,0,1,3,"B","B24",5,2
"UFKSc5hH","black",25,5,29,2,0,45,-365,0,0,2,7,0,1,1,0,0,0,0,0,0,2,4,8,0,1,1,0,0,0,0,0,0,1,"A","A45",3,5
"jhA7bDVC","white",25,5,29,2,2,267,-2,1,1,4,4,1,1,1,1,0,0,1,1,3,4,4,0,0,0,0,0,0,0,0,0,3,4,"B","B24",5,1
"vc2eo2Sh","white",10,0,10,1,1,111,-2,1,1,4,8,0,1,1,0,0,0,0,1,2,4,4,11,0,0,1,0,0,0,0,1,2,4,"B","B11",1,5
"EQDn1BA7","black",10,0,10,1,1,130,125,0,1,3,6,0,1,1,0,0,0,0,1,1,3,2,9,0,1,1,0,0,0,0,1,1,3,"C","C50",40,1
"AbDhfpnX","black",10,0,10,1,2,241,52,0,1,3,NA,0,0,0,0,0,0,0,1,3,4,2,15,0,0,1,0,0,0,0,1,3,4,"C","C50",40,2
"Ger5Zno3","black",10,0,10,1,2,260,0,1,1,3,4,1,1,1,0,0,0,0,1,3,3,3,9,0,1,1,0,0,0,0,0,3,4,"C","C60",2,40
"GRAng26s","black",10,0,10,1,1,150,-53,1,1,3,5,1,1,1,0,0,0,0,0,3,4,3,0,0,0,0,0,0,1,1,0,3,3,"C","C50",40,2
"TaaLCuw6","black",10,0,10,1,2,253,17,1,1,3,5,1,1,1,0,0,0,0,0,3,5,3,0,0,0,0,0,0,1,3,0,2,3,"B","B02",4,40
"R2JFua6L","black",10,0,10,1,2,257,-4,1,1,3,9,0,1,1,0,0,0,0,0,3,6,3,7,0,1,1,0,1,1,1,0,2,3,"C","C50",40,2
"LcPvndOa","black",10,0,10,1,2,250,132,0,1,3,5,1,1,1,0,0,0,0,1,2,3,2,NA,0,0,0,0,0,0,0,0,2,3,"C","C50",40,2
"m793jf7F","white",10,0,10,1,1,130,-21,1,1,3,6,0,1,1,0,0,0,0,0,1,2,3,11,0,0,1,0,0,0,0,0,1,2,"C","C50",40,1
"EL3LK94E","white",10,0,10,1,2,255,-8,1,1,3,15,0,0,1,0,0,0,0,0,1,4,3,9,0,1,1,0,0,0,0,0,1,3,"C","C50",40,1
"PcXdgcJJ","black",10,0,10,1,2,260,-210,0,0,2,4,1,1,1,0,0,0,0,1,4,4,3,12,0,0,1,0,0,0,0,0,4,4,"C","C60",2,40
"XGG3VNC9","white",10,0,10,1,2,257,200,0,0,3,11,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,2,3,"C","C50",40,2
"n1hgevhj","black",10,0,10,1,2,242,-30,1,1,3,9,0,1,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,2,3,"C","C50",40,2
"q5P7mAB4","white",10,0,10,1,2,223,10,1,1,3,11,0,0,1,1,0,0,1,0,1,2,3,NA,0,0,0,0,0,0,0,0,1,3,"C","C23",2,40
"sl4N6t22","black",10,0,10,1,0,0,50,1,1,3,0,0,0,0,0,0,0,0,0,3,4,3,NA,0,0,0,0,0,0,0,0,2,4,"A","A00",1,40
"DhoFXYNH","white",10,0,10,1,2,245,69,1,1,3,0,0,0,0,2,0,1,1,1,5,6,3,0,0,0,0,0,0,1,3,1,4,4,"C","C45",1,40
"q6FmC8Id","black",10,0,10,1,1,196,12,1,1,3,NA,0,0,0,0,0,0,0,1,2,6,3,NA,0,0,0,0,0,0,0,1,2,6,"C","C50",40,1
"Psin3ost","white",10,0,10,1,2,250,-5,1,1,3,4,1,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,"C","C50",40,1
"AaSSYIy6","black",10,0,10,1,2,234,-13,1,1,3,11,0,0,1,1,0,0,1,1,4,5,3,0,0,0,0,0,0,0,0,0,3,3,"C","C34",1,40
"0lWtXgXo","black",10,0,10,1,2,223,31,1,1,3,NA,0,0,0,0,0,0,0,0,1,4,3,5,1,1,1,0,0,0,0,0,1,5,"C","C23",1,40
"IC0EFtA5","black",10,0,10,1,2,250,20,0,1,3,11,0,0,1,0,0,0,0,0,2,4,2,10,0,1,1,0,1,1,2,0,2,3,"C","C50",2,40
"L8gPU593","white",10,0,10,1,2,254,-44,0,1,2,8,0,1,1,3,0,0,1,1,5,7,3,0,0,0,0,0,1,1,1,0,2,4,"C","C50",40,2
"0PVGpBvD","white",10,0,10,1,0,5,414,0,0,4,4,1,1,1,0,0,0,0,0,3,5,2,4,1,1,1,0,0,0,0,0,3,5,"A","A05",1,40
"2icRDIZI","black",10,0,10,1,3,392,20,1,1,2,NA,0,0,0,0,0,0,0,0,2,6,2,5,1,1,1,0,0,0,0,0,2,4,"D","D92",1,40
"5AYA7mBv","white",10,0,10,1,2,200,2,1,1,2,8,0,1,1,0,0,0,0,0,1,2,2,12,0,0,1,0,0,0,0,0,1,2,"C","C50",40,2
"qGThbTuM","white",10,0,10,1,0,45,-25,1,1,2,8,0,1,1,0,0,0,0,0,1,1,2,7,0,1,1,0,0,0,0,0,0,1,"A","A45",2,40
"pLR3kRgy","white",10,0,10,1,1,121,-17,1,1,2,11,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,"B","B21",1,40
"EdKqO9z1","white",5,7,9,1,1,112,141,1,1,2,0,0,0,0,2,0,1,1,0,3,5,2,0,0,0,0,0,0,1,1,0,2,6,"C","C50",40,1
"sAjNrfSm","white",8,0,8,1,2,245,276,0,0,4,9,0,1,1,0,0,0,0,1,3,6,2,8,0,1,1,0,0,0,0,0,3,6,"C","C45",1,40
"BON8sFeZ","black",10,0,10,1,0,49,111,0,1,3,11,0,0,1,0,0,0,0,0,2,5,2,4,1,1,1,0,1,1,1,0,2,4,"A","A49",2,40
"PREaBSqk","white",10,0,10,1,2,241,-144,0,1,2,8,0,1,1,0,0,0,0,0,1,2,3,12,0,0,1,0,0,0,0,0,1,2,"C","C50",40,1
"CmAh08GF","white",10,0,10,1,4,410,251,0,0,3,13,0,0,1,0,0,0,0,0,2,2,2,7,0,1,1,0,0,0,0,0,2,2,"E","E10",1,40
"FpZiajAh","black",15,0,15,2,2,222,-80,1,1,4,NA,0,0,0,0,0,0,0,1,1,4,4,7,0,1,1,0,0,0,0,1,1,3,"C","C22",3,5
"4Wozw7Zh","black",8,2,10,1,3,300,-258,0,0,3,NA,0,0,0,1,1,1,1,0,1,2,4,7,0,1,1,0,0,0,0,0,1,2,"D","D00",1,5
"9r2yzwRq","white",20,8,31,2,0,9,-68,1,1,2,11,0,0,1,1,1,1,1,1,2,2,2,15,0,0,1,0,1,1,2,1,2,2,"A","A04",5,1
"e4UoYNOg","black",10,0,10,1,1,190,-352,0,0,3,9,0,1,1,0,0,0,0,1,1,3,5,13,0,0,1,0,0,0,0,1,1,3,"B","B90",1,1
"sn4zdyQb","black",10,0,10,1,1,101,-158,1,1,0,0,0,0,0,0,0,0,0,2,4,5,0,NA,0,0,0,0,1,1,2,1,2,3,"D","D02",22,1
"yTbYtCF6","black",10,0,10,1,1,100,-178,1,1,0,0,0,0,0,1,0,0,1,3,4,5,0,0,0,0,0,0,0,0,0,1,2,3,"D","D02",22,1
"ygHSZzNE","white",10,0,10,1,1,100,146,1,1,0,NA,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,4,"B","B00",1,22
"9MESu3hH","black",10,0,10,1,3,300,-155,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,"D","D02",22,1
"tBXOrjlO","white",10,2,13,1,2,221,233,0,0,1,NA,0,0,0,1,0,1,1,1,5,5,0,0,0,0,0,0,0,1,1,1,5,6,"C","C21",1,22
"J5DYrnEf","black",10,0,10,1,2,200,61,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,15,0,0,1,1,1,1,1,0,0,1,"D","D02",22,1
"o5ZRUXrY","black",10,0,10,1,0,0,-110,1,1,0,0,0,0,0,1,0,1,1,1,2,3,0,NA,0,0,0,0,0,0,0,0,2,3,"D","D02",22,1
"fV2cuf3p","black",10,0,10,1,3,302,-104,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,1,0,0,1,1,0,1,1,"D","D02",22,1
"tHHd8ejz","white",10,0,10,1,2,220,83,1,1,0,0,0,0,0,1,1,1,1,0,3,6,0,0,0,0,0,0,1,1,1,3,4,4,"C","C20",1,22
"E9Es660b","white",10,0,10,1,3,302,-180,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,11,0,0,1,0,1,1,3,0,3,3,"D","D02",22,2
"0Hl7FLEs","black",10,0,10,1,3,302,-2,1,1,0,0,0,0,0,2,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,"D","D02",22,2
"zALflmF8","black",10,0,10,1,3,301,-108,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,1,1,2,0,0,1,"D","D02",22,1
"VC0euQZC","white",10,0,10,1,2,240,0,1,1,1,13,0,0,1,1,0,1,1,1,4,5,1,9,0,1,1,0,1,1,1,0,4,5,"C","C40",1,22
"F0rtsvLh","black",10,0,10,1,1,101,0,1,1,2,0,0,0,0,1,0,1,1,2,4,7,2,14,0,0,1,1,1,1,4,2,3,4,"D","D02",22,1
"RHqtUgcA","black",15,10,25,2,0,0,-499,0,0,1,5,1,1,1,0,0,0,0,0,1,3,4,7,0,1,1,0,0,0,0,0,1,3,"A","A00",9,1
"7DyaFpEQ","black",10,0,10,1,0,0,-290,0,0,1,0,0,0,0,1,0,1,1,1,1,2,3,9,0,1,1,0,0,1,1,0,3,5,"A","A00",9,1
"gDy9stbN","black",10,0,10,1,2,288,200,0,0,2,4,1,1,1,0,0,0,0,0,2,4,1,10,0,1,1,0,0,1,1,0,2,3,"C","C88",2,9
"J2JnXESd","black",5,8,12,1,0,0,-93,0,1,1,10,0,1,1,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,"A","A00",9,8
"fYXWmMQo","white",5,8,14,1,1,100,74,0,1,2,8,0,1,1,1,0,1,1,2,3,4,1,0,0,0,0,0,0,0,0,1,2,2,"B","B00",8,9
"0izXEQL0","white",10,0,10,1,2,241,-36,0,1,1,14,0,0,1,2,0,1,1,0,2,4,2,NA,0,0,0,0,0,0,0,0,2,3,"A","A00",9,1
"nXAMBzZC","black",8,0,8,1,2,200,105,0,1,2,0,0,0,0,0,0,0,0,1,3,4,1,NA,0,0,0,0,1,1,2,0,3,3,"C","C00",1,9
"PDmTWzdY","white",8,0,8,1,2,201,-32,0,1,1,12,0,0,1,0,0,0,0,1,3,5,2,NA,0,0,0,0,0,0,0,1,2,5,"C","C01",1,9
"l33LvAGO","black",15,5,21,2,2,200,-80,1,1,1,13,0,0,1,3,0,1,1,1,3,4,1,15,0,0,1,0,0,0,0,1,3,4,"C","C00",2,9
"VVMmBXVj","white",15,5,25,2,0,46,53,1,1,1,11,0,0,1,1,0,1,1,1,2,3,1,0,0,0,0,0,1,1,1,1,3,4,"D","A46",9,2
"J7LsFrHs","white",30,0,30,2,3,302,141,1,1,1,11,0,0,1,0,0,0,0,0,2,4,1,7,0,1,1,1,1,1,1,0,2,3,"D","A46",9,2
"nrOeTNGE","black",16,0,16,2,2,202,112,0,1,2,10,0,1,1,0,0,0,0,0,3,4,1,NA,0,0,0,0,0,0,0,0,2,3,"C","C02",1,9
"o8It5NwS","white",25,0,25,2,0,0,-398,0,0,0,8,0,1,1,1,0,0,1,0,2,3,1,NA,0,0,0,0,0,0,0,0,2,2,"A","A00",3,9
"KYR2S7f1","white",25,0,25,2,3,300,398,0,0,1,NA,0,0,0,2,0,0,1,0,2,3,0,0,0,0,0,1,1,1,2,0,2,4,"D","A46",9,3
"lUfS2I5H","black",25,0,25,2,0,0,-398,0,0,0,8,0,1,1,0,0,0,0,0,1,3,1,7,0,1,1,0,0,0,0,0,0,1,"A","A00",3,9
"RQKVDRu3","white",15,3,18,2,1,134,-45,1,1,2,8,0,1,1,0,0,0,0,1,1,3,2,7,0,1,1,0,0,0,0,1,1,4,"C","C50",6,2
"aqIy0Ek9","white",25,15,35,2,0,1,0,1,1,2,8,0,1,1,0,0,0,0,0,0,3,2,7,0,1,1,0,0,0,0,0,0,3,"A","A01",2,6
"F9LhXEvk","black",30,0,30,2,2,203,65,1,1,2,NA,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,3,"C","C03",1,6
